u,i,year
5511,1948,2018
20578,1572,2018
8104,953,2011
20633,2261,2018
11353,2193,2017
16632,5378,2015
5740,1148,2018
21884,17690,2017
13208,5564,2018
6893,887,2005
12675,6488,2008
6342,2129,2012
7838,4825,2010
11019,2034,2019
4567,2073,2000
2197,1,2013
2040,1942,2011
16671,89,2012
22747,5250,2020
17643,1174,2018
15046,1280,2016
15710,2908,2014
4875,3082,2010
15839,350,2014
9271,6154,2010
9828,2051,2010
7278,2475,2010
6637,1476,2009
8279,738,2004
18934,14898,2019
19361,3386,2020
3232,928,1995
21258,3438,2018
19450,16637,2017
9649,1616,2018
14380,3419,2008
8787,3229,2020
5021,118,2010
15129,6386,2006
10373,2560,2018
19571,3712,2016
10426,300,2018
16587,8737,2016
9588,3317,2017
7212,468,2007
10035,4369,2015
18687,3810,2016
3113,2490,2010
9140,473,2008
6668,3790,2011
14266,1743,2019
5215,618,2011
6514,2078,2008
21507,1048,2017
10893,2031,1995
4597,2149,2005
22722,7399,2020
16923,1918,2018
379,59,1985
13211,2973,2017
5434,4834,2015
9085,6664,2013
4284,4281,2015
10349,1475,2017
10970,8076,2016
19062,2702,2019
9203,4814,2020
5692,2144,2013
12233,1020,2007
13084,1708,2019
5469,1877,2013
7034,2361,2006
5617,3751,2013
19399,7052,2017
9227,1042,2006
1233,1172,2000
12887,3476,2019
7884,5343,2008
14628,3514,2009
12873,2923,2009
18570,3645,2018
16019,10277,2016
3200,1074,2004
11769,4458,2010
9106,1458,2008
1830,594,1994
19772,1146,2017
19718,15693,2020
14827,6464,2012
5089,1938,2011
16841,5374,2017
7588,5780,2012
6001,5468,2020
8356,1415,2009
18763,2292,2016
14650,9893,2019
2581,2537,2011
6426,4270,2018
15725,10365,2018
14637,304,2009
13262,1056,2014
7172,933,2019
466,357,2002
20371,3383,2020
20859,2803,2018
7554,3771,2006
7926,6951,2008
15212,8563,2006
14298,1157,2012
7735,232,2010
16017,1034,2018
10280,1009,2008
6600,4636,2007
8149,859,2010
15132,9450,2016
4541,3520,2010
14254,2216,2016
6033,239,2019
10486,3670,2011
15458,245,2010
18902,1624,2017
8272,6757,2002
14531,802,2010
19458,4735,2016
13898,2349,2020
18145,1866,2013
5427,3857,2011
6249,4189,2008
16874,5693,2019
15875,4397,2016
7203,1053,2010
17077,11347,2017
5332,372,2009
15235,854,2016
7534,2443,2011
8436,2594,2009
9322,541,2016
18606,767,2014
14330,359,2008
4845,603,2016
16418,2651,2001
6472,691,2016
2752,2453,2008
15876,3175,2019
13960,8947,2019
5987,2401,2011
17226,8230,2015
24215,318,2020
14046,1997,2014
13447,3856,2011
6259,4216,2014
9248,5607,2017
10949,957,2017
9666,346,2008
11395,2782,2012
11567,2252,2010
12901,626,2015
8339,6266,2016
12356,1034,2012
14858,8566,2015
6610,2433,2011
13001,5964,2011
14262,7503,2016
10986,10867,2020
9570,3190,2012
5998,1685,2010
5791,109,2018
17354,7581,2017
19083,12062,2017
7784,2716,2014
13296,6332,2018
19851,135,2017
6106,419,2015
14934,5388,2018
7091,6346,2007
11210,6244,2015
13035,536,2004
17637,1064,2016
10468,4270,2013
3897,1130,1996
5802,1073,2013
23243,3789,2019
6149,437,2005
11989,4256,2020
18310,557,2018
5946,459,2009
16631,7886,2020
6239,1157,1989
8745,3653,2020
11517,2949,2011
5333,558,2013
17523,8274,2018
12141,11971,2010
2253,2246,2014
21340,12735,2018
14442,1570,2018
545,393,2009
7582,1910,2013
9596,2401,2007
22447,4811,2019
7337,4585,2006
23027,20033,2019
13641,2066,2004
11523,7868,2015
13528,3143,2017
7671,664,2005
9557,6659,2020
6130,941,2012
21412,17455,2018
18800,2030,2017
13468,394,2008
17003,2629,2020
22672,8775,2020
19718,3900,2017
16968,1446,2016
18799,6288,2017
5497,1988,2006
2758,1337,2007
3962,644,1993
22752,1190,2019
15968,1576,2012
9413,1335,2014
14546,3717,2012
22849,1053,2020
16873,2954,2019
5709,1016,2012
18310,7725,2018
13255,2812,2007
18762,6462,2016
6966,983,2010
11182,10182,2003
21162,180,2018
15838,1274,2015
8965,3412,2018
23632,237,2020
10309,4492,2010
20626,2358,2019
8662,5757,2017
15943,5683,2014
19756,1678,2018
18706,2193,2018
17060,1636,2009
17096,6063,2013
17334,1911,2014
10728,7223,2020
15972,137,2014
19944,2649,2017
6219,1913,2002
18529,9515,2013
22068,3327,2012
8723,5699,2012
10030,2322,2017
13278,7934,2009
10435,3655,2016
16758,3530,2013
23566,536,2020
18851,6920,2016
3318,1193,2002
7626,2691,2015
15189,2998,2013
5354,1984,2013
12964,3705,2018
11311,4659,2009
6365,895,2013
2274,1625,2011
6686,254,2009
10970,8633,2012
3383,2002,2005
10700,1327,2009
7757,237,2014
4508,1905,2006
14868,620,2020
7532,5408,2012
23273,3886,2020
13255,7968,2020
19804,3810,2017
11235,6006,2020
15503,1018,2014
24654,243,2011
6894,5317,2015
15726,1034,2018
15258,1918,2015
19874,3844,2018
21206,16786,2020
15966,2500,2017
10412,6075,2019
1130,853,1997
18056,1129,2013
10134,3723,2007
21546,429,2018
1590,922,2000
20170,7751,2020
20334,7725,2017
2881,2593,2011
11465,854,2010
18517,4755,2017
20805,7628,2018
23225,3002,2019
17141,12537,2016
9293,1314,2010
16476,5175,2016
16661,6650,2016
15053,4387,2017
7751,5158,2004
15888,2840,2012
5426,4382,2010
9398,6327,2019
7579,1098,2009
12647,3238,2019
15723,14664,2015
18692,10802,2016
15412,10743,2018
14412,3135,2016
7163,4333,2012
8061,3424,2014
13157,5379,2007
15266,3422,2015
20132,9150,2020
6136,1282,2010
19508,496,2017
10369,877,2010
12761,5095,2005
13506,11435,2020
5603,2070,2002
7543,5511,2014
3685,3296,2011
7563,6404,2017
15183,11320,2017
8625,1298,2012
16673,4826,2018
19502,2017,2018
2602,1047,2006
23092,1320,2019
15885,2163,2015
12112,11940,2020
20403,2565,2019
15412,8116,2018
21017,395,2018
3568,1997,2012
17880,1973,2018
2773,2386,2002
11709,152,2013
7975,421,2010
1067,243,2001
4907,2573,2015
18645,3768,2017
10147,2743,2012
4113,3323,2017
12572,11679,2013
7411,2283,1996
21372,284,2018
12790,3646,2012
2239,1956,2006
6670,2232,2012
7113,689,2012
5306,1366,1994
24091,15790,2020
4491,380,2013
6632,1065,2008
7096,2914,2019
13296,1914,2014
15896,1332,2018
10490,5383,2007
19446,2823,2017
18850,16076,2016
8442,316,2003
2055,1714,1993
2964,560,2006
4423,3934,2014
4703,515,2003
4641,3585,2007
11785,1810,2013
8534,5239,2010
18409,4554,2010
1154,558,2013
3851,136,1999
13906,6385,2017
6832,5637,2010
20887,9208,2013
20884,662,2017
1524,181,1976
21313,2613,2018
9203,6394,2017
3927,1234,2016
21257,5284,2018
10249,9282,2010
17235,3620,2020
13401,13118,2015
9629,5631,2017
16541,8716,2017
7236,4102,2010
10544,1101,2010
6990,2482,2014
17227,3812,2020
4514,599,2004
13739,2824,2017
10274,4504,2009
9345,4620,2018
14082,1977,2013
13407,4057,2016
16637,4874,2016
13570,4964,2020
12745,4392,2002
8547,2578,2019
22437,2776,2018
5336,3010,2012
12115,5386,2019
2506,317,1984
14612,3243,2015
22273,2084,2020
14525,7150,2014
11084,265,2005
9398,2464,2019
23253,3926,2020
20047,3832,2020
14985,2026,1999
2308,356,2010
12482,3865,2018
5894,4172,2011
7348,2936,2018
12843,4308,2017
7229,5913,2003
5289,312,2009
9940,5865,2011
18212,2741,2013
18914,1579,2017
23009,2288,2020
6765,1898,2016
4794,3311,2006
14192,3211,2004
9501,2282,2010
3762,2874,2011
9268,6687,2018
16180,10025,2014
7624,7488,2019
6163,4127,2005
9938,8553,2016
16198,7596,2017
17386,471,2015
23606,543,2019
5854,2978,1998
14135,5253,2017
8862,4760,2007
2995,1963,2009
1156,30,1996
12604,2568,2011
18759,499,2017
12097,2124,2012
21584,2372,2018
10338,606,2004
19007,1356,2016
22481,1108,2019
20030,3385,2016
4345,2417,2006
5494,2210,2010
14803,383,2008
9963,1319,2014
9523,1076,2015
21112,6923,2018
4080,1883,2003
11364,7487,2015
7721,3560,2017
2591,88,2011
8718,1328,2017
6582,5451,2016
3611,2457,2003
18711,865,2006
11078,7004,2020
18611,16005,2020
9589,171,2018
15151,835,2013
24024,12896,2020
16101,4815,2018
7099,199,2003
12288,11073,2010
11752,5603,2016
21258,1621,2018
12843,9858,2018
22642,16773,2019
22487,19899,2020
13639,596,2006
4580,782,2013
10737,689,2019
15166,1208,2019
12657,8961,2020
13300,1054,1997
5815,1106,2018
14884,4246,2014
8004,8003,2006
16826,4677,2017
11521,8064,2004
12041,3517,2018
10665,6651,2018
17040,2329,2008
4368,2056,2007
14785,2853,2006
12115,2543,2019
15200,6819,2006
4653,404,2010
8588,5986,2013
4794,4378,2007
3572,1125,2019
19347,13756,2018
8081,5005,2013
8957,7280,2014
9243,2021,2015
21340,6407,2018
12044,11394,2011
9428,8226,2014
18588,2043,2020
24863,3649,2012
10820,8337,2018
20864,13754,2019
7850,6811,2020
8744,1199,2007
12582,170,2014
4534,1592,2004
6049,5426,2010
6396,4118,2013
6278,3512,2004
15262,2603,2018
8894,5170,2015
19564,14343,2017
20760,2251,2018
13706,7949,2011
7880,3054,2012
17832,17192,2018
6096,4689,2012
18158,1555,2010
10342,2764,2016
14296,1705,2011
4288,851,1998
2106,355,2005
15507,3448,2012
2518,2370,2019
8233,5003,2019
8799,4209,2013
9780,171,2003
11929,2680,2009
14019,4118,2011
19279,4556,2016
19474,413,2017
5678,2427,2018
7715,3877,2019
17395,157,2016
13112,7561,2009
4198,2509,2006
11739,11,2006
13320,8987,2020
15128,6955,2016
9826,6394,2019
14700,5493,2009
16514,4196,2020
8084,5549,2018
17777,2007,2002
18222,340,2017
19565,3824,2018
20219,18747,2020
4939,3173,2015
14032,1421,2015
18740,7556,2018
12737,63,2005
10229,4397,2017
8121,944,2018
11721,943,1987
16769,7662,2020
17901,3429,2020
24814,575,1997
22239,16747,2019
20099,17608,2018
11000,3335,2014
18395,4706,2005
15826,8872,2019
10865,849,2014
6138,5483,2004
17004,13131,2015
9689,1955,2013
2428,783,2010
17671,4344,2020
18151,15864,2017
19060,2910,2019
9981,6196,2019
13533,10951,2017
11825,1659,2012
7374,1756,2018
12197,2729,2006
6558,2652,2002
22606,8961,2019
11850,9472,2011
15114,781,2011
7579,2031,2003
21379,4326,2020
1623,1246,2004
7803,2178,2009
19266,2026,2017
6539,5844,2012
14189,5830,2020
16787,9607,2019
3462,2019,2018
19749,13244,2018
18705,2096,2016
20444,2470,2017
16100,6211,2018
15965,2913,2013
8054,6030,1993
11174,1180,2012
8658,7539,2012
15305,256,2009
18682,7624,2018
8345,5004,2012
18991,1714,2017
5925,1039,2007
4232,3114,2011
19809,9033,2020
1811,197,2002
7988,5856,2015
9188,6250,2013
2537,909,2004
8286,2783,2011
2991,2491,2017
17797,1376,2017
14830,1057,2017
18165,8703,2007
4418,2259,2008
7925,927,2019
5671,2978,2003
6853,1719,1999
20220,2221,2017
16278,1558,2016
17395,14736,2016
20964,1782,2018
14544,8643,2020
12599,787,2020
24576,3759,2006
5494,4514,2010
16030,2177,2014
15241,24,2007
706,115,2017
4779,4517,2016
15910,3065,2017
21837,855,2018
12635,1081,2010
11114,4422,2015
11399,4,2017
8084,254,2002
3857,1196,2011
5239,2734,2013
23501,22232,2020
9659,4519,2013
8606,3435,2005
9633,1645,2014
13359,7817,2016
11661,1698,2006
894,101,1996
23506,903,2019
21521,3827,2018
7723,885,2011
8118,4691,2013
17854,4375,2018
21094,5739,2018
7502,2445,2012
16305,292,2019
8453,5850,2016
15907,1633,2020
14535,1382,2012
8958,950,2005
19504,18683,2017
12713,5296,2020
6803,3885,2010
10364,5013,2011
20745,3438,2018
12556,443,2006
4171,3089,2017
11784,2953,2012
20244,1233,2020
13060,3109,2011
17645,832,2016
19538,2396,2020
10080,2913,2012
6654,1484,2010
13479,532,2019
21103,990,2018
11177,6413,2013
5542,4979,2005
14823,7652,2016
3298,2550,2010
14312,12176,2017
16629,2637,2018
18979,2837,2020
19043,5756,2019
5395,3691,2011
3035,1188,2000
23273,17948,2020
1521,1126,1987
19229,1190,2002
8696,6383,2008
11264,1609,2006
5830,1312,2020
14242,5196,2020
5559,717,2018
10647,1494,1990
9190,2754,2005
19138,409,2017
4071,3800,2008
22684,2041,2019
11832,1462,2006
5860,2279,2018
23185,6094,2019
14496,2123,2010
20975,185,2018
20438,3293,2017
4157,1774,2015
6840,1621,1998
21538,6119,2018
9262,7113,2012
16325,402,2012
17639,916,2012
14083,2864,2011
15305,3588,2011
17680,8412,2016
16377,9967,2018
6067,404,2014
3652,2253,2020
7320,6246,2016
20595,3724,2019
10804,90,2008
22381,2757,2019
8188,4383,2018
12533,3424,2009
7140,4370,2007
8538,6703,2014
15784,207,2012
13008,6619,2013
6200,3826,2008
19227,1376,2016
7061,6885,2018
12816,6101,2011
20389,11702,2019
18133,17839,2020
7271,341,2018
5023,2447,1998
16843,13573,2018
8427,7637,2020
10413,4386,2010
9489,675,2004
9178,2401,2006
16668,5544,2015
13569,3621,2003
7486,3105,2012
7471,3104,2003
17971,3192,2006
14063,5070,2017
14214,150,1994
13051,4754,2017
6673,3076,2016
6627,4056,2018
12590,7542,2019
19117,4404,2017
7938,1856,2003
13257,12340,2020
15989,7785,2015
17244,5892,2015
19386,2170,2017
5497,316,2006
8245,2900,2004
17377,4608,2018
18886,4118,2019
17315,3268,2015
20308,9306,2020
7892,6706,2011
11397,3869,2017
15122,7052,2020
9091,5190,2011
12075,2917,2016
21575,72,2019
18290,2355,2018
7290,2632,2010
9679,3626,2012
16526,12259,2015
8671,89,2004
4368,1943,2004
19851,5873,2017
7039,3604,2020
24474,4479,2020
12695,4677,2020
21462,7518,2020
12250,2769,2014
24158,2199,2020
17699,3302,2021
16884,8476,2013
1396,532,2001
24207,10627,2020
6694,6326,2020
15608,6728,2010
1361,1108,2004
8617,6822,2006
15719,7574,2018
8012,213,2003
17481,3138,2016
15114,463,2012
15872,947,2018
14646,5048,2014
7193,7043,2009
12833,7464,2019
11297,3482,2011
10391,6607,2018
14846,22,2010
8677,967,2009
12802,12234,2016
16980,1197,2019
18948,15555,2019
17345,1969,2015
5737,3054,2011
20571,664,2019
24511,11714,2020
18970,8263,2016
13863,9804,2016
4986,32,2014
10016,2258,2020
18348,5019,2020
10616,2207,2007
20914,8266,2017
7074,2171,2011
20902,1629,2018
13399,6406,2018
23710,1438,2020
5759,3695,2008
16768,3224,2013
4480,3669,2008
9289,7133,2019
23526,2562,2019
15640,659,2014
7938,4628,2008
11999,5957,2008
22303,6637,2020
12767,2006,2019
12623,2784,2015
2966,2001,1998
7733,5448,2010
20090,247,2017
22933,3696,2019
13501,254,2001
17697,8784,2014
3717,3176,2013
23861,931,2020
7013,4917,2003
10407,2768,2005
4098,415,2007
14484,7313,2017
13076,503,2014
21632,2411,2019
9303,1329,2019
23424,4580,2020
21521,7290,2018
21175,2692,2018
5179,1979,2012
16495,2126,2011
19944,5451,2017
8508,3425,2017
3214,1280,2005
9161,4402,2012
14205,1646,2013
14467,505,2010
9378,2907,2012
8993,687,2012
2715,1167,2013
12923,650,2004
9243,4224,2020
21210,4093,2019
16824,1628,2016
12645,3239,2007
17549,4284,2018
17235,4671,2019
10128,7438,2002
10054,4962,2002
20519,3795,2020
18686,9775,2019
15761,6516,2018
13412,9468,2010
4513,3924,2017
15941,3112,2017
14785,5120,2015
3206,2016,2007
11888,8254,2013
18115,2960,2013
16818,2597,2012
23243,229,2019
7587,910,2018
14581,4572,2015
9003,7301,2010
15981,14827,2020
14941,3480,2015
12941,3060,2018
22899,19304,2019
14250,3105,2019
5229,2323,2008
12681,1273,2020
4442,340,2008
13950,10619,2004
22389,1365,2019
11849,3357,2010
12738,219,2010
8495,1628,2018
2049,1572,2009
10289,5497,2006
9673,4979,2012
22459,7622,2019
5407,1294,2009
13708,5646,2012
12151,1391,2020
5657,218,2010
15811,1918,2018
11418,10159,2014
15197,3578,2019
17446,1942,2017
6335,1885,2018
8757,5815,2006
18199,18020,2010
24002,4221,2019
22481,59,2019
21548,9604,2012
9797,924,2012
19683,14225,2017
22578,864,2019
8280,7821,2016
10576,4498,1999
24581,1641,2005
14984,5046,2018
21544,7911,2018
5297,4432,2012
3459,1968,1996
3295,2472,2000
5583,369,2006
24539,50,2012
22988,5685,2020
12633,10624,2019
2325,1571,2010
8888,1237,2011
17985,11364,2007
3562,2248,2009
22820,123,2019
4616,2706,2006
13356,11115,2017
15640,1349,2014
12830,9334,2010
5257,3165,2005
19485,2472,2020
3979,229,2012
19655,8890,2017
8957,2062,2011
23550,90,2019
9308,3064,2010
6025,1819,2003
14559,490,2015
12360,2550,2005
6636,2166,2008
3991,41,1999
5756,888,2018
20305,659,2017
12044,718,2010
13296,1186,2014
16096,5178,2017
10630,8930,2019
21389,16808,2020
7293,1534,2009
7188,4285,2014
3733,1254,1998
9921,4861,2007
21336,1755,2020
13855,6071,2018
6358,2625,2013
9990,3070,2004
9915,1250,2003
9369,90,2012
9603,4049,2016
17534,916,2016
11985,2934,2013
18320,16858,2014
11679,4551,2019
17978,394,2009
7190,3068,2009
8157,5399,2020
10326,2086,2011
9243,6747,2016
19888,6257,2020
17557,1607,2016
6528,5433,2017
11107,2030,2006
6003,638,2003
5908,1683,2003
1869,1648,1992
8681,194,2001
21602,4663,2018
13215,733,2014
19235,10299,2017
18901,1443,2018
10304,6922,2016
20524,3785,2018
9279,449,2007
5655,3561,2009
12563,3459,2008
4406,4367,2011
8348,5810,2017
7075,6901,2010
13422,69,2007
5349,3574,2006
3170,1429,2005
10373,4360,2010
6171,236,2009
13296,193,2014
4624,760,2006
6979,2244,2005
4150,3021,2009
9057,1778,2011
7143,6409,2009
11860,3331,2014
23217,5424,2019
11197,2578,2017
9208,8858,2014
6868,2212,2010
21752,2324,2018
20798,169,2019
17901,2939,2017
22803,5761,2019
12880,2065,2009
21437,4015,2020
16266,6898,2015
3078,730,2004
9760,7699,2020
9603,2418,2016
4554,3932,2011
20038,5218,2018
8400,3066,2012
12865,209,2019
10243,6741,2017
11658,3524,2013
17093,2735,2015
24002,14765,2019
12742,2549,2015
17384,10624,2018
6930,4365,2008
7748,2482,2017
4105,1677,2015
12749,4889,2017
12696,6016,2016
14788,512,2008
7212,6247,2013
12130,2888,2017
1795,1030,2006
10434,1311,2004
24591,505,2012
9594,3794,2017
8926,5480,2018
18211,11993,2019
9160,2365,2005
13192,471,2008
7825,2388,2012
16124,1717,2017
2862,1419,2006
5226,1747,2013
20911,13124,2018
15095,4035,2009
12769,2926,2018
23128,11334,2020
20245,1340,2017
15111,82,2015
7012,359,2013
14709,1376,2013
23762,3357,2019
18248,17267,2017
17957,798,2008
10331,4421,2016
11783,6156,2020
2113,183,2005
15617,375,2019
20822,18394,2019
22837,4849,2019
19833,2893,2017
9277,637,2011
18708,6265,2018
6090,1850,2007
19650,5055,2016
6255,2470,2019
3944,930,2004
5147,423,2001
13866,7556,2018
5558,1478,2016
21495,18878,2019
14631,1227,2011
6508,3586,2019
10438,4955,2020
8696,4750,2018
5305,1393,1994
8075,3270,2018
16879,219,2016
20745,11729,2018
4465,2779,2008
17224,6676,2016
17412,5929,2019
7447,2509,2013
21086,4049,2019
3814,1010,2003
11390,7767,2020
4417,1416,2004
17600,12993,2019
6462,2530,2008
8249,5822,2011
16771,1467,2018
7544,5880,2010
11967,7765,2019
6023,5790,2011
14336,8900,2018
19702,19423,2020
10321,711,2007
7498,4055,2016
5941,4478,2008
2670,1494,2006
10192,5376,2018
8684,4323,2009
20953,8681,2018
18312,7697,2018
15200,6970,2014
9909,3768,2007
3580,2822,2007
19590,14928,2019
13808,776,2010
20056,6836,2020
5887,1387,2006
3121,2701,2009
6407,6155,2017
20638,2007,2018
18688,8870,2019
11297,6958,2016
17917,2177,2008
5928,2238,1998
5419,601,2006
13356,8478,2009
8190,2307,2009
5924,498,2005
11118,1950,2014
16957,1301,2008
20935,6468,2018
11602,1878,2013
17267,4812,2013
17572,1067,2015
18816,885,2017
9541,7581,2010
11276,458,1998
19276,2267,2011
11902,4482,2020
7781,192,2012
11156,1550,1998
3734,3024,2006
22584,3449,2020
7461,343,2014
3468,1228,2018
17275,10033,2015
4677,2913,2006
20172,4794,2019
17770,9746,2015
4611,985,2015
19252,1690,2016
19984,7700,2020
21112,1691,2018
17776,1978,2020
19277,600,2012
5051,528,2018
16485,5556,2019
23621,269,2020
22595,2378,2018
2570,502,2003
8327,905,2010
16458,3718,2019
2002,300,2008
11110,6240,2017
9378,1424,2011
13593,1335,2017
2193,784,1998
6140,1239,2012
9752,6242,2008
9037,1350,2011
21617,5825,2016
5049,18,2000
1833,302,2000
8459,4186,2010
9952,6891,2020
5026,2709,2010
18563,13868,2018
6063,1955,2007
4585,617,2011
5758,2332,2009
22104,4670,2017
18768,600,2016
7291,4325,2014
5408,4127,2015
9355,2453,2008
20020,17233,2019
17538,1403,2016
8154,919,2017
8226,6539,2016
17087,10242,2016
24870,2468,2012
7003,4782,2015
2372,1502,2008
6919,5673,2009
2116,1682,2007
6862,4687,2005
20490,14722,2020
9676,4097,2019
20861,13868,2019
20376,5829,2017
8539,2410,2015
17278,4177,2013
17988,17605,2020
19695,7682,2017
3482,2741,2009
6895,1974,2002
7087,6128,2016
18840,222,2016
19929,11989,2018
11292,9907,2017
19822,5610,2018
14739,6434,2016
12053,4676,2015
10060,4637,2019
9747,1474,2016
4589,3006,2015
7083,5143,2011
4533,1089,1997
19441,247,2017
23151,1641,2019
16802,6408,2019
3013,2090,2009
14596,4005,2014
15766,541,2016
16857,1000,2019
10981,2546,2008
16962,546,2015
6429,6254,2007
14265,7982,2009
10402,295,1999
2273,1418,2005
14530,1076,2020
8705,2141,2006
1262,1136,1999
19108,581,2018
14089,442,2015
4735,3096,2009
13233,2675,2013
3405,3333,2010
21363,6063,2020
15691,91,2006
15736,4043,2017
10400,27,2009
5686,249,2002
18678,14041,2019
11958,6484,2016
15741,3802,2014
14089,1472,2015
4970,58,2002
18531,7476,2019
23259,6018,2018
14722,4276,2019
9651,2982,2013
6343,6071,2015
2727,1828,2007
19970,7092,2020
14826,13991,2015
11765,5893,2012
17349,5891,2015
11534,2028,2012
3110,1346,2020
2866,863,2003
15810,2866,2017
10104,2242,2012
2243,820,2015
12057,4210,2017
12167,1988,2011
4869,1628,2016
10019,3502,2017
19273,11146,2017
8396,323,2013
8340,7710,2017
12196,1955,2017
7632,3209,2011
12675,1497,2007
23781,7292,2020
16535,3644,2017
4744,666,2014
10711,9791,2010
6116,3605,2011
19545,1070,2020
2995,46,2006
22993,5470,2013
2940,2096,2009
12280,2557,2007
7532,7081,2012
11896,386,2007
11141,5399,2019
9670,6820,2019
19798,7712,2017
5151,49,2004
11909,3820,2014
6022,564,2012
8443,4799,2018
7411,740,1991
6062,58,2005
5104,3374,2017
15293,887,2019
5946,686,2007
24497,3444,2020
9604,6179,2019
18833,868,2020
11798,2717,2005
9153,5222,2006
7746,1684,2009
24329,1983,2020
20982,1376,2017
2922,1520,2006
16400,3512,2020
8909,90,2007
13849,1943,2018
15765,2120,2018
